the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000008DCC3562CCFA54C0DD4DE7FF9FBC4140,15829,0101000020110F0000CBA90CB66BD161C1AE3C1F6C54215041,15082,>1m <=5m,ATBI DATABASE,,1446831947000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235168,3929485,35.473626,-83.91872,Chilhowee Lake,,2097.472168,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831947000,GRSM,UNR,,7,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000EDEA674750F454C0255F3DB9E9C24140,16084,0101000020110F0000C1819FC8E9CB61C1DB59AEADE3275041,15337,>1m <=5m,ATBI DATABASE,,1446832073000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244520,3934668,35.522751,-83.817396,Eagle Creek,Big Tommy Branch,4264.510254,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446832073000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864345600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000022B2666909F454C00BA737693BC04140,16099,0101000020110F00001DDB9C98ADCB61C1DCFA4E9817255041,15352,>1m <=5m,ATBI DATABASE,,1446832081000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244846,3932333,35.501806,-83.81307,Eagle Creek,,3750.879395,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446832081000,GRSM,UNR,,9,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000065EEC4265EF654C01BDAEE88C4C14140,16004,0101000020110F000060B14968A8CD61C1C834BABFB1265041,15255,>1m <=5m,ATBI DATABASE,,1446832031000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241580,3933759,35.513803,-83.849492,Lake Cheoah-Little Tennessee River,Rye Patch Branch,4512.855957,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446832031000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898646400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F5913BCF4CF654C0FB3FCDF153C14140,16006,0101000020110F000064BEC9AD99CD61C13EAD60463C265041,15257,>1m <=5m,ATBI DATABASE,,1446832032000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241665,3933375,35.510367,-83.848434,Lake Cheoah-Little Tennessee River,Rye Patch Branch,4354.226562,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446832032000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034208000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000E7D09178F3F754C0AC435BC6B4C04140,15916,0101000020110F0000B4AD37A500CF61C1CAA1AF3596255041,15169,>1m <=5m,ATBI DATABASE,,1446831989000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239309,3932904,35.50551,-83.874231,Lake Cheoah-Little Tennessee River,,3972.898926,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831989000,GRSM,UNR,,6,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896745600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B90E73B490F754C0D306FEFCA6C24140,15945,0101000020110F00008E0368C3ACCE61C127CD400A9E275041,15196,>1m <=5m,ATBI DATABASE,,1446832002000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,Tennessee,239905,3934575,35.520714,-83.868203,Abrams Creek Lower,,4796.546875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832002000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C9D9CA978CF654C0A48A23957DC24140,15996,0101000020110F00006A91A3D9CFCD61C1601086D572275041,15247,>1m <=5m,ATBI DATABASE,,1446832027000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241341,3934393,35.519451,-83.852327,Lake Cheoah-Little Tennessee River,Moore Springs Branch,4597.896973,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446832027000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034208000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004F15EEBD01F654C00A9E63BCBDC24140,16020,0101000020110F0000D4DF86EC59CD61C11F1AECC6B5275041,15272,>1m <=5m,ATBI DATABASE,,1446832040000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242116,3934588,35.521408,-83.843852,Lake Cheoah-Little Tennessee River,,4337.385254,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832040000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000234E9EE7ECF654C0EB79E8CF7FC24140,15971,0101000020110F0000CBF6D6A521CE61C11CF31A2975275041,15222,>1m <=5m,ATBI DATABASE,,1446832015000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240808,3934416,35.519519,-83.858205,Lake Cheoah-Little Tennessee River,,4640.383301,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446832015000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,873244800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D16EBDD187F654C00E9A80E063C34140,15999,0101000020110F000038DBBFCBCBCD61C195BC712663285041,15250,>1m <=5m,ATBI DATABASE,,1446832029000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241390,3935172,35.526479,-83.852036,Abrams Creek Upper,Forge Creek,4215.776855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832029000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D99DDFA487F654C06D2F3B2E64C34140,16000,0101000020110F0000EEF2A4A5CBCD61C1F5278F7763285041,15251,>1m <=5m,ATBI DATABASE,,1446832029000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241391,3935173,35.526488,-83.852025,Abrams Creek Upper,Forge Creek,4215.776855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832029000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D6217627B1F654C0B47349BE1AC34140,15986,0101000020110F0000BF0ECFE6EECD61C17B5AE9D416285041,15237,>1m <=5m,ATBI DATABASE,,1446832022000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241154,3934931,35.524247,-83.854558,Abrams Creek Upper,Moore Springs Branch,4430.708008,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832022000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000365E15039FF754C09CA98C5620C44140,15943,0101000020110F0000E42015EAB8CE61C1834905D427295041,15194,>1m <=5m,ATBI DATABASE,,1446832001000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239863,3935855,35.53223,-83.869076,Abrams Creek Lower,,4332.996582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832001000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A6D3B3E608F654C0E42F7E3153C44140,16021,0101000020110F0000F7DE190160CD61C1077735E75C295041,15273,>1m <=5m,ATBI DATABASE,,1446832040000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242116,3935962,35.533782,-83.844289,Abrams Creek Upper,Forge Creek,3692.081543,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832040000,GRSM,UNR,,3,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865641600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000286632B964F554C0C1342D2DFAC54140,16050,0101000020110F000068C36D91D4CC61C11A126563162B5041,15303,>1m <=5m,ATBI DATABASE,,1446832055000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243066,3937368,35.54669,-83.834269,Abrams Creek Upper,,2614.431396,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832055000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000041AA918B61F554C0AC5AB51FF4C54140,16051,0101000020110F000079136ADED1CC61C189A90512102B5041,15304,>1m <=5m,ATBI DATABASE,,1446832056000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243083,3937347,35.546506,-83.834075,Abrams Creek Upper,,2591.942627,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832056000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000812D5B5D61F554C06D8DE121F4C54140,16052,0101000020110F000081702AB7D1CC61C1223C4A14102B5041,15305,>1m <=5m,ATBI DATABASE,,1446832056000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243084,3937347,35.546506,-83.834064,Abrams Creek Upper,,2591.942627,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832056000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834451200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009DCC1F36C5F554C03B86FF2875C54140,16039,0101000020110F00007822EF8326CD61C16537C28B8B2A5041,15291,>1m <=5m,ATBI DATABASE,,1446832049000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242519,3936933,35.542631,-83.840158,Abrams Creek Upper,,3216.175293,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832049000,GRSM,UNR,,8,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865641600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000E146B37A53F454C0FA5BEE0B69C64140,16088,0101000020110F0000E5357380ECCB61C11D71AA1E8A2B5041,15341,>1m <=5m,ATBI DATABASE,,1446832075000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244589,3937700,35.550074,-83.817591,Abrams Creek Upper,Licklog Branch,3426.597656,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832075000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,960336000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001663FBF1C0F554C0A34CA4ED45C74140,16043,0101000020110F0000B89B60E422CD61C186AD7FB3702C5041,15295,>1m <=5m,ATBI DATABASE,,1446832051000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242588,3938506,35.556815,-83.839897,Abrams Creek Upper,Forge Creek,2054.63208,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832051000,GRSM,UNR,,8,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085184000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000008D5DEC9AC9F554C0AEDF5A9A59C74140,16041,0101000020110F000040F1393F2ACD61C1ACF0A13D852C5041,15293,>1m <=5m,ATBI DATABASE,,1446832050000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242542,3938574,35.557415,-83.840426,Abrams Creek Upper,Forge Creek,2046.15332,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832050000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865382400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000429177D9F2F554C0CC21327770C74140,16029,0101000020110F000090D299464DCD61C15756D21B9D2C5041,15281,>1m <=5m,ATBI DATABASE,,1446832044000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242316,3938658,35.558113,-83.842943,Abrams Creek Upper,Bower Creek,2012.507812,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832044000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000009A799814E4F554C0EBF1EFF191C74140,16035,0101000020110F0000046C81BB40CD61C1B845830FC02C5041,15287,>1m <=5m,ATBI DATABASE,,1446832047000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242401,3938769,35.559135,-83.842042,Abrams Creek Upper,Forge Creek,2010.776855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832047000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865382400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007541D884CFF554C020D9E26E9EC74140,16038,0101000020110F0000801300452FCD61C1BC861819CD2C5041,15290,>1m <=5m,ATBI DATABASE,,1446832049000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242516,3938808,35.559516,-83.840787,Abrams Creek Upper,Forge Creek,2133.600098,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832049000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DD5A8C38DFF554C00B8D710F93C74140,16036,0101000020110F0000968DEF9A3CCD61C123EF9339C12C5041,15288,>1m <=5m,ATBI DATABASE,,1446832048000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242428,3938772,35.559169,-83.841745,Abrams Creek Upper,Forge Creek,2021.054932,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832048000,GRSM,UNR,,10,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085184000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E610000092714D000CF654C085A553C1E2C74140,16024,0101000020110F000095181BA362CD61C1DF5A396D142D5041,15276,>1m <=5m,ATBI DATABASE,,1446832042000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242188,3939049,35.561601,-83.844478,Abrams Creek Upper,Forge Creek,1976.281006,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832042000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085184000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000CEB3F78102F654C004AE0E34AAC74140,16027,0101000020110F0000548905935ACD61C13ED2D462D92C5041,15279,>1m <=5m,ATBI DATABASE,,1446832043000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242235,3938856,35.559875,-83.843899,Abrams Creek Upper,Forge Creek,1974.42041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832043000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085184000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E610000025F118CF74F654C0B17719DACDC74140,16005,0101000020110F00005D2682A6BBCD61C13390759AFE2C5041,15256,>1m <=5m,ATBI DATABASE,,1446832031000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241606,3938995,35.560963,-83.850875,Abrams Creek Upper,,2000.942871,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832031000,GRSM,UNR,,2,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006CC2055282F654C01D9310AFA2C74140,16002,0101000020110F000003AF2C20C7CD61C14CAC2589D12C5041,15253,>1m <=5m,ATBI DATABASE,,1446832030000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241527,3938851,35.559645,-83.8517,Abrams Creek Upper,,2039.175537,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832030000,GRSM,UNR,,2,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085184000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000008F3801D98DF654C0F56D175396C74140,16001,0101000020110F0000E8D871EAD0CD61C14724FCA1C42C5041,15252,>1m <=5m,ATBI DATABASE,,1446832030000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241462,3938811,35.559268,-83.852404,Abrams Creek Upper,,2072.913574,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446832030000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_alba,Quercus  alba,34369,Northern White Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
