the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A1A4A23F61F954C08B407A6CC6BB4140,136516,0101000020110F000075CBE74C37D061C11FEAE98671205041,136093,>1m <=5m,ATBI DATABASE,,1446895633000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237158,3928689,35.466986,-83.896556,Lake Cheoah-Little Tennessee River,,1793.683472,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895633000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000D52E5A9E8CF054C06B761908C6D14140,136548,0101000020110F00006CE5BC58B7C861C15723916768375041,136122,>1m <=5m,ATBI DATABASE,,1446895648000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250216,3947398,35.638849,-83.758579,Little River-Crooked Creek,,1964.029297,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895648000,GRSM,UNR,,6,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008A8D6FAB7DF054C049696B8113D24140,136549,0101000020110F0000105689A6AAC861C1EF943F5EB9375041,136123,>1m <=5m,ATBI DATABASE,,1446895649000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250306,3947658,35.641213,-83.757666,Little River-Crooked Creek,,2103.087646,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895649000,GRSM,UNR,,4,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002BE6F2AF9DF354C05BBF7F446AD24140,136542,0101000020110F0000AEE3121B52CB61C1E402850A14385041,136116,>1m <=5m,ATBI DATABASE,,1446895645000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245892,3948077,35.643861,-83.806495,Little River-Hesse Creek,,2029.748413,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895645000,GRSM,UNR,,7,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,967507200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000631FD966A7F354C01101967B52D24140,136534,0101000020110F000022BA325B5ACB61C11392102FFB375041,136109,>1m <=5m,ATBI DATABASE,,1446895641000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245836,3947998,35.643135,-83.807088,Little River-Hesse Creek,,2142.609131,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895641000,GRSM,UNR,,10,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004B40E997AAF354C099BE32CA4ED24140,136531,0101000020110F0000CE4821115DCB61C1B1470E53F7375041,136107,>1m <=5m,ATBI DATABASE,,1446895640000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245818,3947986,35.643023,-83.807283,Little River-Hesse Creek,,2135.519775,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895640000,GRSM,UNR,,5,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866419200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002AFC9BA8A9F354C0BD6CB90F4DD24140,136532,0101000020110F00006312E4455CCB61C18B58A284F5375041,136108,>1m <=5m,ATBI DATABASE,,1446895641000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245823,3947980,35.64297,-83.807226,Little River-Hesse Creek,,2145.864258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895641000,GRSM,UNR,,10,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1193529600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,by hand,No,day,cert,ATBI
0101000020E61000005A5877F9A4F354C0D33E0B8696D24140,136535,0101000020110F00006151754B58CB61C1BBCE0D4B42385041,136110,>1m <=5m,ATBI DATABASE,,1446895642000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245856,3948228,35.645212,-83.80694,Little River-Hesse Creek,,1884.216797,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895642000,GRSM,UNR,,5,,,Ace Gap Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000000513245BA2F354C0E27801A091D24140,136538,0101000020110F0000259B261256CB61C10420722C3D385041,136113,>1m <=5m,ATBI DATABASE,,1446895643000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245870,3948211,35.645062,-83.80678,Little River-Hesse Creek,,1871.768921,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895643000,GRSM,UNR,,3,,,Ace Gap Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1184371200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000D6CBB78A9AF354C024B11EA3AED24140,136544,0101000020110F000071E2306F4FCB61C17F72A27E5B385041,136118,>1m <=5m,ATBI DATABASE,,1446895646000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245916,3948308,35.645948,-83.806303,Little River-Hesse Creek,,2006.121094,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895646000,GRSM,UNR,,7,,,Ace Gap Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CD78932698F354C0751C980CA2D24140,136545,0101000020110F000096744C674DCB61C114C1B6564E385041,136119,>1m <=5m,ATBI DATABASE,,1446895646000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245928,3948265,35.645563,-83.806157,Little River-Hesse Creek,,1962.060181,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895646000,GRSM,UNR,,7,,,Ace Gap Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866419200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000002F6FABBA0F354C013A8DE57BBD24140,136539,0101000020110F0000E9058EB154CB61C177D328C668385041,136114,>1m <=5m,ATBI DATABASE,,1446895644000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245883,3948352,35.646335,-83.806681,Little River-Hesse Creek,,2052.307861,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895644000,GRSM,UNR,,8,,,Ace Gap Trail,Rich Mountain Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1184371200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000C5D0525BA5F354C04BEC055FCBD24140,136536,0101000020110F0000208A919E58CB61C1130A7C8679385041,136111,>1m <=5m,ATBI DATABASE,,1446895642000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245859,3948407,35.646825,-83.806963,Little River-Hesse Creek,,2108.769775,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895642000,GRSM,UNR,,5,,,Ace Gap Trail,Rich Mountain Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969235200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006566D6BAA3F354C07C0A391CC1D24140,136537,0101000020110F000082C9D83C57CB61C129D222CD6E385041,136112,>1m <=5m,ATBI DATABASE,,1446895643000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245867,3948372,35.646511,-83.806864,Little River-Hesse Creek,,2043.388794,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895643000,GRSM,UNR,,6,,,Ace Gap Trail,Rich Mountain Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1184371200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000008663B94C9DF354C009B13586F9D24140,136543,0101000020110F0000F160CDC651CB61C1CBD206C3A9385041,136117,>1m <=5m,ATBI DATABASE,,1446895645000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245908,3948562,35.648233,-83.806472,Little River-Hesse Creek,,2226.500244,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446895645000,GRSM,UNR,,7,,,Ace Gap Trail,Rich Mountain Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969235200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
