the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000DDCE000F33F854C0BB1500F2C4BB4140,235577,0101000020110F000042097FA636CF61C1C9D53DFC6F205041,235564,>1m <=5m,ATBI DATABASE,,1446952305000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238832,3928635,35.466941,-83.878112,Lake Cheoah-Little Tennessee River,Twentymile Creek,1302.176514,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446952305000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191974400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000330367B944D854C06CFE5D74F9DB4140,235673,0101000020110F000046C5842F18B461C15BD0F2C612425041,235659,>1m <=5m,ATBI DATABASE,,1446952364000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284790,3955341,35.718543,-83.379191,Little Pigeon River Middle,,1925.222412,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446952364000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1189209600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000004063EA379EDD54C0BFB8FDC709D84140,235658,0101000020110F000097D3264CA3B861C1BC8CA2E1F43D5041,235644,>1m <=5m,ATBI DATABASE,,1446952354000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277142,3952116,35.687792,-83.462778,Roaring Fork,Rocky Spur Branch,2781.14209,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952354000,GRSM,UNR,,4,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1403222400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E61000007DBFD6DAD8DD54C08E393126E8D84140,235655,0101000020110F0000A9FBEE18D5B861C1FE501E6ADD3E5041,235641,>1m <=5m,ATBI DATABASE,,1446952352000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276837,3952877,35.694578,-83.466357,Roaring Fork,Roaring Fork,2419.35498,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446952352000,GRSM,UNR,,4,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181260800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000005E4A79875DE954C04AC5104A69D74140,235639,0101000020110F0000E6D94E689DC261C1A923AF104D3D5041,235625,>1m <=5m,ATBI DATABASE,,1446952342000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260514,3952005,35.682894,-83.646329,Little River-Goshen Prong,Sweetwater Branch,1703.492065,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952342000,GRSM,UNR,,1,,,Metcalf Bottoms Trail,Wear Cove Gap Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179100800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000E63861095EE954C0C25989FA96D64140,235638,0101000020110F0000DD1FA3D69DC261C16A00172C713C5041,235624,>1m <=5m,ATBI DATABASE,,1446952342000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260492,3951293,35.676476,-83.64636,Little River-Goshen Prong,Little River,1678.18457,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952342000,GRSM,UNR,,5,,,Curry Mountain Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1351209600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E61000005E64449A5FE954C0730165DCDFD64140,235637,0101000020110F00007A691C2B9FC261C167D4885FBD3C5041,235623,>1m <=5m,ATBI DATABASE,,1446952341000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260490,3951540,35.6787,-83.646456,Little River-Goshen Prong,Little River,1701.192017,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952341000,GRSM,UNR,,6,,,Metcalf Bottoms Trail,Wear Cove Gap Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187654400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000A7CD849B16E854C02300E8D2ADD54140,235642,0101000020110F00004B4DB4C087C161C161353B6A7D3B5041,235628,>1m <=5m,ATBI DATABASE,,1446952344000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,262280,3950455,35.66936,-83.626376,Little River-Goshen Prong,Little River,1849.729736,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952344000,GRSM,UNR,,4,,,Curry Mountain Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1403222400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000D57009D4E3E854C0F49156B4ADD54140,235640,0101000020110F00009853FC0B36C261C14D4A464A7D3B5041,235626,>1m <=5m,ATBI DATABASE,,1446952343000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261146,3950485,35.669357,-83.638901,Little River-Goshen Prong,,1907.136719,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952343000,GRSM,UNR,,3,,,Curry Mountain Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1285632000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E61000008AC0B197C8E854C01DE60C4BD7D44140,235641,0101000020110F000059795FEA1EC261C17DA4DE259D3A5041,235627,>1m <=5m,ATBI DATABASE,,1446952343000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261277,3949755,35.662813,-83.637239,Little River-Goshen Prong,,2203.728516,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952343000,GRSM,UNR,,1,,,Curry Mountain Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1288396800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000154D9A1868EA54C03C3CBDBFB2D54140,235635,0101000020110F0000B43085CD7FC361C1F9785790823B5041,235621,>1m <=5m,ATBI DATABASE,,1446952340000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259001,3950560,35.669511,-83.662599,Little River-Goshen Prong,Little River,1555.456543,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952340000,GRSM,UNR,,10,,,Meigs Creek Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1164585600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000AD33A79318EB54C064715D03EBD54140,235634,0101000020110F0000E01A1AB015C461C1E6B47962BD3B5041,235620,>1m <=5m,ATBI DATABASE,,1446952339000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258031,3950777,35.671228,-83.673371,Little River-Goshen Prong,Little River,1460.972412,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952339000,GRSM,UNR,,5,,,Meigs Creek Trail,Lr Pullout Parking @ Mp 7.629,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179273600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000006D78B450B6EB54C05C58FA7A85D54140,235630,0101000020110F000099F2BDA79BC461C1326A373D533B5041,235616,>1m <=5m,ATBI DATABASE,,1446952337000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257150,3950457,35.668129,-83.682999,Little River-Goshen Prong,Little River,1339.443848,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952337000,GRSM,UNR,,5,,,Meigs Creek Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1164585600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000007576CD9FA7EB54C0FFA824F7A3D54140,235632,0101000020110F0000023E9B2D8FC461C14254D31B733B5041,235618,>1m <=5m,ATBI DATABASE,,1446952338000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257234,3950558,35.669059,-83.682102,Little River-Goshen Prong,Little River,1354.796143,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952338000,GRSM,UNR,,5,,,Meigs Creek Trail,Lr Pullout Parking @ Mp 8.534,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179273600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000003FF07A2EA8EB54C07CAD9AD3A4D54140,235631,0101000020110F00001B57C8A68FC461C1BEF54C02743B5041,235617,>1m <=5m,ATBI DATABASE,,1446952337000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257231,3950561,35.669086,-83.682136,Little River-Goshen Prong,Little River,1353.934326,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952337000,GRSM,UNR,,5,,,Meigs Creek Trail,Lr Pullout Parking @ Mp 8.534,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181520000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000000D975FDD03EA54C034D2645C37D64140,235636,0101000020110F000090F420AD2AC361C1297728340D3C5041,235622,>1m <=5m,ATBI DATABASE,,1446952340000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259567,3950994,35.673558,-83.656482,Little River-Goshen Prong,Little River,1614.127686,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952340000,GRSM,UNR,,4,,,Meigs Creek Trail,Little River Gorge Parking #4,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179187200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000E6C8EB3D6CED54C0DE6E0E8623D44140,235603,0101000020110F0000C36922960FC661C1DA60DD3BE1395041,235589,>1m <=5m,ATBI DATABASE,,1446952320000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254697,3949325,35.657327,-83.709727,Little River-Crooked Creek,Middle Prong Little River,1146.974487,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952320000,GRSM,UNR,,4,,,Chestnut Top Trail,Laurel Creek Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181347200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, ,day,cert,Turbellaria and Nemertea
0101000020E6100000F620F0FF64ED54C06DA6534223D44140,235605,0101000020110F000045CA8B6F09C661C190AC11F5E0395041,235591,>1m <=5m,ATBI DATABASE,,1446952321000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254737,3949323,35.657319,-83.709285,Little River-Crooked Creek,Middle Prong Little River,1150.573486,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952321000,GRSM,UNR,,2,,,Chestnut Top Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181347200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000004D53BDF554ED54C09ADB102592D44140,235606,0101000020110F0000F68126D0FBC561C15E807EDD543A5041,235592,>1m <=5m,ATBI DATABASE,,1446952322000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254836,3949696,35.660703,-83.708306,Little River-Rudd Branch,Little River,1122.477661,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952322000,GRSM,UNR,,6,,,Roundtop Trail,Middle Prong Little River Parking A,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1376265600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E610000017F7E7EE2FEC54C04568A013B1D54140,235627,0101000020110F0000D15F07F202C561C178C7C7D0803B5041,235613,>1m <=5m,ATBI DATABASE,,1446952335000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256482,3950623,35.66946,-83.690421,Little River-Goshen Prong,Little River,1251.560547,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952335000,GRSM,UNR,,4,,,Roundtop Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179187200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000B9468764E1EC54C07AAF78EF8AD44140,235614,0101000020110F0000FEDA6BA999C561C12B7045544D3A5041,235600,>1m <=5m,ATBI DATABASE,,1446952327000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255474,3949654,35.660483,-83.701253,Little River-Goshen Prong,Little River,1150.973877,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952327000,GRSM,UNR,,4,,,Roundtop Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1340150400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000A57DED45E6EC54C04462F72775D44140,235608,0101000020110F0000915889CE9DC561C1418E2890363A5041,235594,>1m <=5m,ATBI DATABASE,,1446952323000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255445,3949581,35.659818,-83.701551,Little River-Goshen Prong,Whiteoak Flats Branch,1162.104858,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952323000,GRSM,UNR,,4,,,Roundtop Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179273600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000003F0B6FFAE6EC54C053C8864F69D44140,235607,0101000020110F00004B22D7679EC561C14D5E592E2A3A5041,235593,>1m <=5m,ATBI DATABASE,,1446952322000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255440,3949541,35.659457,-83.701594,Little River-Goshen Prong,Whiteoak Flats Branch,1196.161499,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952322000,GRSM,UNR,,2,,,Roundtop Trail,Little River Gorge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179273600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000027E259F4E1EC54C05BB5B7D09FD34140,235609,0101000020110F0000FAE891239AC561C1DDA2099157395041,235595,>1m <=5m,ATBI DATABASE,,1446952324000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255449,3948858,35.653308,-83.701287,Little River-Crooked Creek,Middle Prong Little River,1207.897339,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952324000,GRSM,UNR,,1,,,Roundtop Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1276646400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E61000004D3712C6E1EC54C0CC48CCD29FD34140,235611,0101000020110F0000B3AE43FC99C561C1314B369357395041,235597,>1m <=5m,ATBI DATABASE,,1446952325000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255450,3948858,35.653308,-83.701276,Little River-Crooked Creek,Middle Prong Little River,1207.897339,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952325000,GRSM,UNR,,1,,,Roundtop Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179100800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000035233027DFEC54C07D4CF69F9AD34140,235613,0101000020110F000019AF7BC297C561C12874332452395041,235599,>1m <=5m,ATBI DATABASE,,1446952326000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255464,3948840,35.653149,-83.701116,Little River-Crooked Creek,Middle Prong Little River,1198.995605,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952326000,GRSM,UNR,,2,,,Roundtop Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179100800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000253EDF65D2EC54C086D8584A95D34140,235615,0101000020110F00002ACE3FED8CC561C1354DD7904C395041,235601,>1m <=5m,ATBI DATABASE,,1446952328000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255534,3948820,35.652987,-83.700338,Little River-Crooked Creek,Middle Prong Little River,1216.956299,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952328000,GRSM,UNR,,10,,,Roundtop Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1339718400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,Dip sample/ scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E61000006772804CCAEC54C08BB8BC168DD34140,235616,0101000020110F00005BCF550C86C561C14E194EFE43395041,235602,>1m <=5m,ATBI DATABASE,,1446952328000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255578,3948791,35.652736,-83.699843,Little River-Crooked Creek,Middle Prong Little River,1207.920776,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952328000,GRSM,UNR,,4,,,Roundtop Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181260800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000BBBD095DA0EC54C0BB6AF8FF79D34140,235618,0101000020110F00006AD7B36E62C561C10BB9A00A30395041,235604,>1m <=5m,ATBI DATABASE,,1446952330000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255808,3948720,35.652154,-83.697284,Little River-Crooked Creek,Middle Prong Little River,1222.744141,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952330000,GRSM,UNR,,4,,,Lumber Ridge Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1276646400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000C5D00B8699EC54C05E3E565346D34140,235619,0101000020110F00003DA4959F5CC561C1C86D2B08FA385041,235605,>1m <=5m,ATBI DATABASE,,1446952330000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255841,3948544,35.650577,-83.696866,Little River-Crooked Creek,Middle Prong Little River,1233.862305,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446952330000,GRSM,UNR,,4,,,Lumber Ridge Trail,Tremont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181520000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
