the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000065862BD2EAFB54C0F5C03D92FCBF4140,128079,0101000020110F0000724282FB5ED261C1E265E609D6245041,127641,>1m <=5m,ATBI DATABASE,,1446890737000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233668,3932446,35.499889,-83.936203,Chilhowee Lake,,1546.21521,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890737000,GRSM,UNR,,6,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000F3055D5D16F554C0ADD07189B1CD4140,128108,0101000020110F0000241A9B0492CC61C19A688B1825335041,127670,>1m <=5m,ATBI DATABASE,,1446890752000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243692,3944044,35.606974,-83.829486,Abrams Creek Upper,Tater Branch,1785.377808,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890752000,GRSM,UNR,,6,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000DD8DE007A6F454C0568FACEA4FCB4140,128110,0101000020110F00009621DD9C32CC61C1CB0B875AA8305041,127672,>1m <=5m,ATBI DATABASE,,1446890753000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244254,3941962,35.58837,-83.82263,Abrams Creek Upper,Cades Branch,1748.946045,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890753000,GRSM,UNR,,5,,,Lawson Cemetery Access,Cades Cove Loop Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000075630F27AFF554C036F2E2CC88CA4140,128106,0101000020110F00002B7CE1C713CD61C150581E69D82F5041,127668,>1m <=5m,ATBI DATABASE,,1446890751000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242768,3941330,35.582293,-83.838811,Abrams Creek Upper,Wildcat Branch,1835.707397,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890751000,GRSM,UNR,,6,,,Rabbit Creek Trail,Forge Creek Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,787449600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,month,cert,General
0101000020E610000029DEEC024AF654C0CEB64197B7CB4140,128101,0101000020110F0000288D6D4D97CD61C171B83AA114315041,127663,>1m <=5m,ATBI DATABASE,,1446890748000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241941,3942380,35.591533,-83.848263,Abrams Creek Upper,,1714.547363,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890748000,GRSM,UNR,,5,,,Wet Bottom Trail,Abrams Falls Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E6100000C60A0F7EA8F654C0F39BBF9276CB4140,128092,0101000020110F00004369918BE7CD61C19811C1B9D0305041,127654,>1m <=5m,ATBI DATABASE,,1446890743000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241412,3942175,35.589549,-83.85403,Abrams Creek Upper,Victory Branch,1773.261719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890743000,GRSM,UNR,,2,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,month,cert,General
0101000020E61000004FFDACC797F654C076ACC8AB5DCB4140,128098,0101000020110F0000C69BEF59D9CD61C1DDC4DFB7B6305041,127660,>1m <=5m,ATBI DATABASE,,1446890747000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241502,3942088,35.588789,-83.85301,Abrams Creek Upper,Victory Branch,1860.451904,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890747000,GRSM,UNR,,8,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,787449600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,month,cert,General
0101000020E6100000B95314919CF654C054E3115BC8CB4140,128095,0101000020110F0000A0F3AB6ADDCD61C1F9FFA72326315041,127657,>1m <=5m,ATBI DATABASE,,1446890745000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241486,3942450,35.592045,-83.853302,Abrams Creek Upper,Abrams Creek,1701.276489,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890745000,GRSM,UNR,,4,,,Abrams Falls Trail,Abrams Falls Parking Lot,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000009AC1D87541F654C08B5C931513C94140,128100,0101000020110F0000CF293E0A90CD61C1688AB02B522E5041,127662,>1m <=5m,ATBI DATABASE,,1446890748000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241922,3940088,35.570888,-83.847741,Abrams Creek Upper,Forge Creek,1858.044678,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890748000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000002E17B23975F354C03C6AFA634FCB4140,128111,0101000020110F0000225ECEBD2FCB61C1EFF9DACDA7305041,127673,>1m <=5m,ATBI DATABASE,,1446890754000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245940,3941912,35.588353,-83.804026,Abrams Creek Upper,,1847.353271,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890754000,GRSM,UNR,,6,,,Lawson Cemetery Access,Cades Cove Loop Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000081AAFD7525F854C0E375EF7B30C64140,128089,0101000020110F00006448121A2BCF61C158B499134F2B5041,127651,>1m <=5m,ATBI DATABASE,,1446890742000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239171,3937665,35.548348,-83.877282,Abrams Creek Lower,Rabbit Creek,2440.140137,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890742000,GRSM,UNR,,9,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000079B382B667F954C083A38DF8D5C44140,128086,0101000020110F0000393964CA3CD061C1EF30C164E5295041,127648,>1m <=5m,ATBI DATABASE,,1446890741000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237353,3936544,35.537773,-83.896951,Abrams Creek Lower,Panther Creek,2534.682373,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890741000,GRSM,UNR,,8,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000DC9F680A3CFB54C0A65AEC7F8BC14140,128084,0101000020110F0000B8469E8ACAD161C18BF43A3D76265041,127646,>1m <=5m,ATBI DATABASE,,1446890739000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234676,3933768,35.512063,-83.925535,Chilhowee Lake,Parson Branch,1729.053467,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890739000,GRSM,UNR,,4,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000000AA0FC0303FB54C0E326A01262C34140,128085,0101000020110F00001E8A2C1C9AD161C1BB76724461285041,127647,>1m <=5m,ATBI DATABASE,,1446890740000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235039,3935352,35.526424,-83.922055,Chilhowee Lake,Parson Branch,2019.890015,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890740000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000C71D3490CEFB54C0F4A41C3152CD4140,128083,0101000020110F00002FE8B2FB46D261C1F77AC87FC1325041,127645,>1m <=5m,ATBI DATABASE,,1446890739000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234169,3944000,35.604064,-83.934478,Abrams Creek Lower,Abrams Creek,1111.893066,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890739000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,803174400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E61000004231513BDEFB54C0DE6852DA00CE4140,128080,0101000020110F0000B8C0564A54D261C1EEE392F377335041,127642,>1m <=5m,ATBI DATABASE,,1446890738000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234100,3944594,35.609394,-83.935435,Abrams Creek Lower,Abrams Creek,1107.947388,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890738000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
