the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000009983FB5C28F854C072F92B3E67BB4140,30754,0101000020110F0000562B18912DCF61C100136E460E205041,29911,>1m <=5m,ATBI DATABASE,,1446840119000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238882,3928316,35.464081,-83.877459,Lake Cheoah-Little Tennessee River,,1588.573486,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840119000,GRSM,UNR,,9,,,Twentymile Trail,Twenty Mile Ranger Station Parking # 2,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000CAAAC161CDFA54C0A2932EC8D9C64140,30699,0101000020110F00001EC7158F6CD161C128F8A6CDFF2B5041,29856,>1m <=5m,ATBI DATABASE,,1446840092000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235425,3938349,35.553514,-83.918781,Abrams Creek Lower,,3003.034424,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840092000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004140A379A2FA54C0E91DFA30F3C64140,30710,0101000020110F000093FE441E48D161C1947722541A2C5041,29867,>1m <=5m,ATBI DATABASE,,1446840097000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235665,3938428,35.55429,-83.916163,Abrams Creek Lower,,3072.819824,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840097000,GRSM,UNR,,5,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000075597A376DFA54C07E99FEE5CDC64140,30714,0101000020110F0000FCF8C5E21AD161C15442E065F32B5041,29871,>1m <=5m,ATBI DATABASE,,1446840099000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235956,3938293,35.553152,-83.912912,Abrams Creek Lower,,2907.317383,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840099000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E14945427FFB54C05C0129E41CC44140,30672,0101000020110F0000C0C642A103D261C19B73203B24295041,29829,>1m <=5m,ATBI DATABASE,,1446840079000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234370,3936005,35.532125,-83.929638,Abrams Creek Lower,,2505.571289,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840079000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000216536EE0BFB54C06506CC715EC44140,30684,0101000020110F00007D0D78AEA1D161C1FF3D44A568295041,29841,>1m <=5m,ATBI DATABASE,,1446840085000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235015,3936208,35.534125,-83.922599,Abrams Creek Lower,,2500.632812,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840085000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,205113600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002A5BF6B4BBFA54C003A262C73FC44140,30701,0101000020110F0000E10A2D8C5DD161C10A2423A448295041,29858,>1m <=5m,ATBI DATABASE,,1446840093000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235456,3936091,35.53319,-83.917703,Abrams Creek Lower,Parson Branch,2686.249023,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840093000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994723200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000A55E7BEF9AFA54C02670B59F63C44140,30709,0101000020110F0000EFD2FCB641D161C19A60120D6E295041,29866,>1m <=5m,ATBI DATABASE,,1446840097000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235641,3936207,35.534283,-83.915702,Abrams Creek Lower,Parson Branch,2776.75,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840097000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994723200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004B8A50EB64FA54C014BB109463C44140,30713,0101000020110F00009083B8D613D161C12285EB006E295041,29870,>1m <=5m,ATBI DATABASE,,1446840099000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235940,3936198,35.534282,-83.912405,Chilhowee Lake,,2696.564941,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840099000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994723200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F139668F26F954C0F4A85FC6EDC44140,30736,0101000020110F0000C12CD17405D061C16345F63CFE295041,29893,>1m <=5m,ATBI DATABASE,,1446840110000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237716,3936614,35.538499,-83.892974,Abrams Creek Lower,,2813.552246,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840110000,GRSM,UNR,,4,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896918400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000001EB19F23A4F954C0A5A6AE93B2C44140,30727,0101000020110F0000F871501C70D061C10A93E673C0295041,29884,>1m <=5m,ATBI DATABASE,,1446840106000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237015,3936434,35.536693,-83.900639,Chilhowee Lake,Parson Branch,2632.483398,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840106000,GRSM,UNR,,4,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000C9921D41A8F954C0F61B82F796C54140,30728,0101000020110F0000258B0B9B73D061C183A228D5AE2A5041,29885,>1m <=5m,ATBI DATABASE,,1446840106000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237015,3937208,35.543663,-83.90089,Abrams Creek Lower,,2767.761719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840106000,GRSM,UNR,,2,,,Hannah Mountain Trail,Gregory Bald Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,205113600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C51625F579F954C0D60614E2F8C54140,30732,0101000020110F0000BEA629494CD061C1FE33C909152B5041,29889,>1m <=5m,ATBI DATABASE,,1446840108000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237281,3937532,35.546651,-83.898065,Abrams Creek Lower,,2891.998535,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840108000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865900800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000713B18D756F954C0A5EE7BC27CC54140,30733,0101000020110F00004D04E9752ED061C19E28687A932A5041,29890,>1m <=5m,ATBI DATABASE,,1446840108000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237463,3937106,35.542863,-83.895921,Abrams Creek Lower,Rabbit Creek,2689.731445,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840108000,GRSM,UNR,,2,,,Hannah Mountain Trail,Gregory Bald Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EAEA1C70EEF854C0EE74F88F78C44140,30740,0101000020110F0000CC1FADCAD5CF61C1703968E783295041,29897,>1m <=5m,ATBI DATABASE,,1446840112000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,238015,3936208,35.534922,-83.889549,Abrams Creek Lower,,2907.435303,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840112000,GRSM,UNR,,2,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,205113600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F74DA1C069FC54C07414634A38C14140,30661,0101000020110F00001A6110C9CAD261C14B21166C1F265041,29818,>1m <=5m,ATBI DATABASE,,1446840073000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232997,3933536,35.509524,-83.94395,Chilhowee Lake,,2225.775391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840073000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,990403200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D10C3DBD4DFC54C09C463CD454C14140,30663,0101000020110F0000721966FEB2D261C1D8C4A0323D265041,29820,>1m <=5m,ATBI DATABASE,,1446840074000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233155,3933628,35.510394,-83.942241,Chilhowee Lake,,2230.546387,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840074000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C4FE34464FFC54C026F3CEFC45C14140,30662,0101000020110F000016AA254CB4D261C13C547EB62D265041,29819,>1m <=5m,ATBI DATABASE,,1446840074000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233145,3933578,35.509942,-83.942334,Chilhowee Lake,,2198.58252,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840074000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000055AFD2A5ABFC54C084048574CAC04140,30656,0101000020110F0000832613C002D361C1F3DB23D4AC255041,29813,>1m <=5m,ATBI DATABASE,,1446840070000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232621,3933175,35.506172,-83.947972,Chilhowee Lake,,1867.141113,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840070000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001D8EC56E93FC54C0D1096E92C9C04140,30658,0101000020110F00001EF6372FEED261C16BCE42E8AB255041,29815,>1m <=5m,ATBI DATABASE,,1446840071000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232755,3933168,35.506145,-83.946494,Chilhowee Lake,,1927.298462,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840071000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000086BCB3B066FD54C04BDBEDEA3DC14140,30655,0101000020110F00007FE2049BA1D361C1B903114B25265041,29812,>1m <=5m,ATBI DATABASE,,1446840070000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,231597,3933597,35.509695,-83.959389,Chilhowee Lake,Maynard Creek,1558.73584,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840070000,GRSM,UNR,,8,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000009DB3BE211FF54C09D8882494CC14140,30642,0101000020110F0000F965CD6B0CD561C1C7941A4934265041,29798,>1m <=5m,ATBI DATABASE,,1446840061000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229233,3933717,35.510134,-83.985462,Chilhowee Lake,,1322.145752,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840061000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1349049600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed,No,day,cert,Environmental Assessments
0101000020E6100000586B2B6D86FE54C0ABF2DED4E4C24140,30647,0101000020110F0000F995E0FA95D461C1BC51D192DE275041,29804,>1m <=5m,ATBI DATABASE,,1446840065000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230047,3935077,35.522602,-83.976951,Chilhowee Lake,Boarhog Branch,1262.901367,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840065000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000170E5E9D9EFE54C0C323B1B1C6C24140,30644,0101000020110F0000BCAEE985AAD461C154F4FA1FBF275041,29801,>1m <=5m,ATBI DATABASE,,1446840063000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229910,3934979,35.521682,-83.978427,Chilhowee Lake,Tabcat Creek,1282.72168,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840063000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002664BFA59EFE54C01F3DE776C8C24140,30645,0101000020110F00009CB7078DAAD461C1F715E8F8C0275041,29802,>1m <=5m,ATBI DATABASE,,1446840064000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229910,3934985,35.521736,-83.978429,Chilhowee Lake,Tabcat Creek,1282.72168,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840064000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000008A9E24F50FFF54C0651944A667C34140,30491,0101000020110F00006F2B05C90AD561C104A6471667285041,29800,>1m <=5m,ATBI DATABASE,,1446840063000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229299,3935543,35.526594,-83.985345,Chilhowee Lake,Tabcat Creek,1405.984985,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840063000,GRSM,UNR,,10,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000008DCD54A915FF54C0EC91FE456DC34140,30643,0101000020110F0000D79328A10FD561C18FFBBAF46C285041,29799,>1m <=5m,ATBI DATABASE,,1446840062000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229268,3935563,35.526765,-83.985693,Chilhowee Lake,Tabcat Creek,1349.492432,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840062000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000635B48B837FF54C01BBA6C8379C44140,30641,0101000020110F0000F1A92A8E2CD561C1565C7EE584295041,29797,>1m <=5m,ATBI DATABASE,,1446840061000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229107,3936477,35.534951,-83.987772,Chilhowee Lake,Shop Creek,1537.065674,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840061000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000003E39173A47FF54C07C301C14BCC44140,30638,0101000020110F00008CD4B9B939D561C1468A9E5ECA295041,29794,>1m <=5m,ATBI DATABASE,,1446840059000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229028,3936705,35.536983,-83.988718,Chilhowee Lake,,1322.64502,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840059000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000007FF918374BFF54C06BC6EBBFE3C44140,30637,0101000020110F00004C09DE1C3DD561C12BCA4FC6F3295041,29793,>1m <=5m,ATBI DATABASE,,1446840058000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229010,3936840,35.538194,-83.988962,Chilhowee Lake,,1241.446167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840058000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000009A0C0EA31FC54C0C4EBB25344C44140,30664,0101000020110F000027EA445D9BD261C1042E46634D295041,29821,>1m <=5m,ATBI DATABASE,,1446840075000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233385,3936168,35.533328,-83.940543,Chilhowee Lake,Bunker Hill Branch,2306.540771,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840075000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
